fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag
2008,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,42821457.3,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,653904437.31,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,6227417,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,14900,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,207000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2008,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,41200,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,965304834.05,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,38852127,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,843157061.81,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,5724855.26,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,12800,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,244000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2009,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,62810,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1018348502.49,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,24830915,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,418136199.16,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,3676250,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,10000,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,162000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2010,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,60250,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2011,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1114451332.6,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2011,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,14911901.14,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2011,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,460421820.53,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2011,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,2121781.28,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2011,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,38000,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2011,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,574000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2011,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,23575,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2012,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1164581661.18,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2012,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,54977196.16,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2012,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1299400875.42,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2012,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,9149260,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2012,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,40000,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2012,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,755000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2012,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,63330,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2013,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1249277163.99,rev IOC 13.08.02,NA,NA,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2013,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,88090203.97,rev IOC 13.08.02,NA,NA,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2013,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1632943084.84,rev IOC 13.08.02,NA,NA,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2013,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,14240540,rev IOC 13.08.02,NA,NA,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2013,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,43000,rev IOC 13.08.02,NA,NA,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2013,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,752000,rev IOC 13.08.02,NA,NA,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2013,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,179632.56,rev IOC 13.08.02,NA,NA,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2014,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1286016615.88,rev IOC 15.09.28,IL MUNICIPAL RETIREMENT,IL MUNICIPAL RETIREMENT FUND,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2014,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,133410854.53,rev IOC 15.09.28,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2014,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1818830599.89,rev IOC 15.09.28,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2014,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,15090868.64,rev IOC 15.09.28,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2014,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,45000,rev IOC 15.09.28,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2014,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,750000,rev IOC 15.09.28,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2014,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,156438,rev IOC 15.09.28,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2015,0475,553,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1269576106.77,rev ioc 16.01.07,IL MUNICIPAL RETIREMENT,IL MUNICIPAL RETIREMENT FUND,NA,NA,0475,0475,0,NA,0,IL MUNICIPAL RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2015,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,132890580.18,rev ioc 16.01.07,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2015,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1803966914.36,rev ioc 16.01.07,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2015,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,15805897.24,rev ioc 16.01.07,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2015,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,63000,rev ioc 16.01.07,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2015,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1155000,rev ioc 16.01.07,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2015,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,450168.71,rev ioc 16.01.07,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2016,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,130335000,rev ioc 16.08.04,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2016,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,2037469974.12,rev ioc 16.08.04,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2016,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,15995044.52,rev ioc 16.08.04,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2016,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,80000,rev ioc 16.08.04,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2016,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1725000,rev ioc 16.08.04,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
