fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag
2016,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,558270.53,rev ioc 16.08.04,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2017,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,129634000,rev ioc 17.11.29,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2017,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1923076594.71,rev ioc 17.11.29,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2017,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,21606000,rev ioc 17.11.29,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2017,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,115000,rev ioc 17.11.29,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2017,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1700000,rev ioc 17.11.29,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2017,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,565990.79,rev ioc 17.11.29,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2018,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,134232000,NA,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2018,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,2053931286.54,NA,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2018,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,21095500,NA,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2018,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,59500,NA,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2018,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1730000,NA,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2018,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,533446.93,NA,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2019,0001,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,55311495.99,rev ioc 12.11.2019,GENERAL REVENUE,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2019,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,138668962.24,rev ioc 12.11.2019,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2019,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,2165834178.26,rev ioc 12.11.2019,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2019,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,23168425.6,rev ioc 12.11.2019,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2019,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,85000,rev ioc 12.11.2019,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2019,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,1850000,rev ioc 12.11.2019,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2019,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,437335.6,rev ioc 12.11.2019,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2020,0477,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,142030000,rev ioc 03.11.2020,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2020,0479,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,2469131963.99,rev ioc 03.11.2020,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2020,0481,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,25644000,rev ioc 03.11.2020,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2020,0786,131,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,110000,rev ioc 03.11.2020,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2020,0787,275,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,2130000,rev ioc 03.11.2020,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2020,0788,589,0577,0,9999,CONTRIBUTIONS BY EMPLOYER,698652.7,rev ioc 03.11.2020,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2021,0477,275,0577,NA,NA,CONTRIBUTIONS BY EMPLOYER,146424590.52,NA,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,I,STATE TRUST FUNDS,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2021,0479,589,0577,NA,NA,CONTRIBUTIONS BY EMPLOYER,2480114032.35,NA,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,I,STATE TRUST FUNDS,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2021,0481,131,0577,NA,NA,CONTRIBUTIONS BY EMPLOYER,27259000,NA,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,I,STATE TRUST FUNDS,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2021,0786,131,0577,NA,NA,CONTRIBUTIONS BY EMPLOYER,40000,NA,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,I,STATE TRUST FUNDS,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2021,0787,275,0577,NA,NA,CONTRIBUTIONS BY EMPLOYER,2200000,NA,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,I,STATE TRUST FUNDS,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2021,0788,589,0577,NA,NA,CONTRIBUTIONS BY EMPLOYER,338734.01,NA,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,I,STATE TRUST FUNDS,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2022,0477,275,0577,NA,9999,CONTRIBUTIONS BY EMPLOYER,153593000,rev_ioc_22.08.01,JUDGES RETIREMENT SYSTEM,JUDGES RETIREMENT SYSTEM,NA,NA,0477,0477,0,NA,0,JUDGES RETIREMENT SYSTEM,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2022,0479,589,0577,NA,9999,CONTRIBUTIONS BY EMPLOYER,2783169689.73,rev_ioc_22.08.01,STATE EMPLOYEES RETIREMENT SYS,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0479,0479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2022,0481,131,0577,NA,9999,CONTRIBUTIONS BY EMPLOYER,28428400,rev_ioc_22.08.01,GENERAL ASSEMBLY RETIREMENT,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0481,0481,0,NA,0,GENERAL ASSEMBLY RETIREMENT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2022,0786,131,0577,NA,9999,CONTRIBUTIONS BY EMPLOYER,72000,rev_ioc_22.08.01,GENERAL ASSEMBLY RETIRE EXCESS,GENERAL ASSEMBLY RETIRE SYS,NA,NA,0786,0786,0,NA,0,GENERAL ASSEMBLY RETIRE EXCESS,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2022,0787,275,0577,NA,9999,CONTRIBUTIONS BY EMPLOYER,2400000,rev_ioc_22.08.01,JUDGES RETIRE EXCESS BENEFIT,JUDGES RETIREMENT SYSTEM,NA,NA,0787,0787,0,NA,0,JUDGES RETIRE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2022,0788,589,0577,NA,9999,CONTRIBUTIONS BY EMPLOYER,553861.46,rev_ioc_22.08.01,STATE EMPLOYEE EXCESS BENEFIT,STATE EMPLOYEES' RETIRE SYSTEM,NA,NA,0788,0788,0,NA,0,STATE EMPLOYEE EXCESS BENEFIT,I,State Trust Funds,0,0,NA,NA,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,CONTRIBUTIONS BY EMPLOYER,51,.,NA,NA,NA,NA
2005,0101,370,1982,1,0479,STATE EMPLOY RETIREMENT SYSTEM,117516992.53,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2006,0101,370,1982,1,0479,STATE EMPLOY RETIREMENT SYSTEM,78271455.9,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2007,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,72488117.62,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2008,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,79536241.58,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2009,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,78366991.09,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2010,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,32334954.28,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2011,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,25851137.46,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2012,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,28310065.58,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2013,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,27838848.29,rev IOC 13.08.02,NA,NA,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2014,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,29574820.21,rev IOC 15.09.28,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2015,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,28880831.81,rev ioc 16.01.07,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2016,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,25624319.55,rev ioc 16.08.04,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2017,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,24182471.64,rev ioc 17.11.29,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2018,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,27545259.94,NA,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2019,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,29448081.87,rev ioc 12.11.2019,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2020,0101,370,1982,0,9999,STATE EMPLOY RETIREMENT SYSTEM,32286325.61,rev ioc 03.11.2020,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2021,0101,370,1982,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,35423572.92,NA,GENERAL OBLIGATION BR&I,TREASURER,F,DEBT SERVICE FUNDS,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
2022,0101,370,1982,NA,9999,STATE EMPLOY RETIREMENT SYSTEM,35764951.58,rev_ioc_22.08.01,GENERAL OBLIGATION BR&I,TREASURER,NA,NA,0101,0101,0,NA,1,GENERAL OBLIGATION BR&I,F,Debt Service Funds,1,1,NA,NA,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,STATE EMPLOY RETIREMENT SYSTEM,75,.,NA,NA,NA,NA
